0.75	0.00705739	6.43866e-05
1.25	0.0111306	4.02966e-05
1.75	0.00499911	1.92088e-05
2.25	0.00194127	1.01991e-05
2.75	0.000754601	5.84143e-06
3.25	0.000294121	3.46435e-06
3.75	0.00012165	2.12826e-06
4.25	5.32093e-05	1.38347e-06
4.75	2.5606e-05	9.45094e-07
5.25	1.1937e-05	6.39064e-07
5.75	6.30449e-06	4.68645e-07
6.25	3.21786e-06	3.27173e-07
6.75	2.30396e-06	2.83086e-07
7.25	1.1827e-06	2.08213e-07
7.75	6.37428e-07	1.5196e-07
8.25	3.99352e-07	1.1076e-07
8.75	3.76313e-07	1.12829e-07
9.25	2.15036e-07	8.12759e-08
9.75	2.15036e-07	8.12759e-08
11	3.26394e-08	1.79945e-08
