0	20	16	1
0	28	50	1
0	28	59	1
0	30	55	1
0	32	48	1
0	32	56	1
0	32	58	1
0	33	51	1
1	5	17	1
1	6	14	1
1	8	17	1
1	9	17	1
1	10	16	1
1	10	17	1
1	11	16	1
1	11	17	1
1	28	15	1
1	28	21	1
1	29	21	1
1	30	21	1
1	30	23	1
1	32	14	1
1	32	19	1
1	32	20	1
1	32	21	1
1	33	21	1
2	9	19	1
2	12	22	1
2	13	23	1
2	14	23	1
2	15	23	1
2	16	22	1
2	16	23	1
2	18	23	1
2	21	22	1
2	21	23	1
2	22	23	1
2	23	22	1
2	24	2	1
2	24	3	1
2	25	2	1
2	25	3	1
2	26	2	1
2	26	3	1
2	27	3	1
2	28	3	1
2	29	3	1
2	30	2	1
2	30	3	1
2	31	2	1
2	31	3	1
2	32	2	1
2	32	3	1
2	33	3	1
3	12	13	1
3	12	54	1
3	12	55	1
3	13	13	1
3	13	20	1
3	13	54	1
3	13	55	1
3	14	22	1
3	14	54	1
3	14	55	1
3	15	54	1
3	15	55	1
3	16	22	1
3	16	41	1
3	16	54	1
3	16	55	1
3	17	13	1
3	17	15	1
3	17	54	1
3	17	55	1
3	18	13	1
3	18	15	1
3	18	21	1
3	18	22	1
3	18	54	1
3	18	55	1
3	19	12	1
3	19	13	1
3	19	15	1
3	19	20	1
3	19	22	1
3	19	23	1
3	19	54	1
3	19	55	1
3	20	12	1
3	20	13	1
3	20	14	1
3	20	15	1
3	20	20	1
3	20	21	1
3	20	22	1
3	20	23	1
3	20	54	1
3	20	55	1
3	21	13	1
3	21	14	1
3	21	20	1
3	21	21	1
3	21	22	1
3	21	54	1
3	21	55	1
3	22	20	1
3	22	21	1
3	22	54	1
3	22	55	1
3	23	20	1
3	23	21	1
3	23	23	1
3	23	54	1
3	23	55	1
3	24	41	1
3	24	46	1
3	24	47	1
3	24	56	1
3	24	58	1
3	24	59	1
3	25	41	1
3	25	42	1
3	25	43	1
3	25	46	1
3	25	47	1
3	25	58	1
3	25	59	1
3	26	40	1
3	26	41	1
3	26	42	1
3	26	43	1
3	26	46	1
3	26	47	1
3	26	56	1
3	26	58	1
3	27	40	1
3	27	41	1
3	27	43	1
3	27	46	1
3	27	47	1
3	27	58	1
3	27	59	1
3	28	40	1
3	28	41	1
3	28	42	1
3	28	43	1
3	28	46	1
3	28	47	1
3	28	50	1
3	28	56	1
3	28	58	1
3	28	59	1
