0.25	1.58704	0
0.75	0.497549	0
1.25	0.119945	0
1.75	0.0311586	0
2.25	0.00905692	0
2.75	0.00293956	0
3.25	0.00105477	0
3.75	0.000413896	0
4.25	0.000175848	0
4.75	8.01825e-05	0
5.25	3.89403e-05	0
5.75	2.00087e-05	0
6.25	1.08149e-05	0
6.75	6.1179e-06	0
7.25	3.60571e-06	0
7.75	2.20509e-06	0
8.25	1.39418e-06	0
8.75	9.08283e-07	0
9.25	6.0786e-07	0
9.75	4.16718e-07	0
10.25	2.91882e-07	0
10.75	2.08376e-07	0
11.25	1.51283e-07	0
11.75	1.11462e-07	0
12.25	8.31813e-08	0
12.75	6.27634e-08	0
13.25	4.78031e-08	0
13.75	3.66964e-08	0
14.25	2.8354e-08	0
14.75	2.20239e-08	0
15.25	1.71786e-08	0
15.75	1.34423e-08	0
16.25	1.05435e-08	0
16.75	8.28345e-09	0
17.25	6.51468e-09	0
17.75	5.12646e-09	0
18.25	4.03476e-09	0
18.75	3.1752e-09	0
19.25	2.49799e-09	0
19.75	1.96438e-09	0
20.25	1.54404e-09	0
20.75	1.21309e-09	0
21.25	9.52712e-10	0
21.75	7.48017e-10	0
22.25	5.87228e-10	0
22.75	4.61023e-10	0
23.25	3.62029e-10	0
23.75	2.84419e-10	0
24.25	2.23593e-10	0
24.75	1.75929e-10	0
25.25	1.38575e-10	0
25.75	1.09292e-10	0
26.25	8.63243e-11	0
26.75	6.82961e-11	0
27.25	5.41312e-11	0
27.75	4.29887e-11	0
28.25	3.42116e-11	0
28.75	2.7287e-11	0
29.25	2.18144e-11	0
29.75	1.74814e-11	0
